customer_id,total_transactions,days_as_customer,total_spent,days_since_last_purchase,purchase_count,transactions_per_month,avg_spend_per_transaction,lifetime_value_per_month,engagement_tier,spend_quartile,recency_score,frequency_score,monetary_score,rfm_score
CUST_0001,103,798,7227.294328917172,275,103,3.8721804511278193,70.16790610599196,271.7027943201944,medium,Q3,2,4,4,10
CUST_0002,93,619,8392.620744423568,157,93,4.507269789983845,90.2432338110061,406.7506015067965,medium,Q3,3,3,4,10
CUST_0003,15,400,2138.1687968018687,202,15,1.125,142.54458645345792,160.36265976014013,low,Q2,3,1,2,6
CUST_0004,107,204,4452.96853890013,126,107,15.73529411764706,41.61652840093579,654.8483145441368,high,Q3,4,4,3,11
CUST_0005,72,223,4110.577808245604,305,72,9.68609865470852,57.091358447855605,552.992530257256,medium,Q2,1,3,3,7
CUST_0006,21,531,1260.1469063137804,294,21,1.1864406779661016,60.00699553875145,71.19474046970511,low,Q1,1,1,1,3
CUST_0007,103,142,9558.712384426324,64,103,21.76056338028169,92.803032858508,2019.4462783999277,high,Q4,5,4,4,13
CUST_0008,122,143,6920.5900182776295,325,122,25.594405594405593,56.72614769080024,1451.8720318064957,high,Q3,1,4,4,9
CUST_0009,75,251,6176.94218763419,176,75,8.96414342629482,82.35922916845587,738.2799427451223,medium,Q3,3,3,4,10
CUST_0010,88,707,10415.644608822575,116,88,3.7340876944837342,118.35959782752926,441.9651177718207,medium,Q4,4,3,5,12
CUST_0011,117,976,12551.866604113533,204,117,3.5963114754098364,107.28091114626952,385.81557184775204,medium,Q4,3,4,5,12
CUST_0012,100,860,6972.345374432492,321,100,3.488372093023256,69.72345374432491,243.22135027090087,medium,Q3,1,4,4,9
CUST_0013,104,673,13552.37995932647,31,104,4.63595839524517,130.3113457627545,604.117977384538,medium,Q4,5,4,5,14
CUST_0014,131,926,11256.874041035426,113,131,4.244060475161987,85.93033619111011,364.6935434460721,medium,Q4,4,5,5,14
CUST_0015,53,293,4414.176376574503,325,53,5.426621160409556,83.2863467278208,451.9634515263996,medium,Q3,1,2,3,6
CUST_0016,2,954,19.914452122355872,344,2,0.06289308176100629,9.957226061177936,0.6262406327784865,low,Q1,1,1,1,3
CUST_0017,88,84,13030.202429357383,67,88,31.42857142857143,148.07048215178844,4653.643724770494,high,Q4,5,3,5,13
CUST_0018,38,900,867.5691549982432,75,38,1.2666666666666666,22.830767236795875,28.918971833274774,low,Q1,4,2,1,7
CUST_0019,130,672,5006.817699261138,45,130,5.803571428571429,38.513982302008756,223.51864728844367,medium,Q3,5,5,3,13
CUST_0020,21,829,262.4168694004496,260,21,0.7599517490952955,12.496041400021412,9.496388518713497,low,Q1,2,1,1,4
CUST_0021,58,807,5672.424951098445,154,58,2.156133828996283,97.80043019135249,210.8708160259645,medium,Q3,3,2,3,8
CUST_0022,22,487,826.7967545428492,155,22,1.35523613963039,37.5816706610386,50.932038267526636,low,Q1,3,1,1,5
CUST_0023,89,907,2768.0346955854966,363,89,2.9437706725468575,31.101513433544905,91.55572311749161,medium,Q2,1,3,2,6
CUST_0024,49,191,874.1874259061301,234,49,7.696335078534032,17.840559712370002,137.30692553499426,medium,Q1,2,2,1,5
CUST_0025,59,409,1178.808128195954,51,59,4.327628361858191,19.97979878298227,86.46514387745384,medium,Q1,5,2,1,8
CUST_0026,15,116,1346.6587734626305,306,15,3.8793103448275863,89.77725156417537,348.2738207230941,medium,Q1,1,1,1,3
CUST_0027,51,84,5344.297168083473,262,51,18.214285714285715,104.79014055065632,1908.6775600298117,high,Q3,2,2,3,7
CUST_0028,108,505,6762.95495935252,315,108,6.415841584158416,62.619953327338145,401.75970055559526,medium,Q3,1,4,4,9
CUST_0029,55,829,4102.179225696785,125,55,1.9903498190591074,74.58507683085062,148.4503941747932,low,Q2,4,2,3,9
CUST_0030,64,207,6685.780589922092,245,64,9.27536231884058,104.46532171753269,968.9537086843611,medium,Q3,2,3,4,9
CUST_0031,131,420,985.1291145731857,30,131,9.357142857142858,7.520069576894548,70.36636532665612,medium,Q1,5,5,1,11
CUST_0032,51,378,2644.55120903471,122,51,4.0476190476190474,51.8539452751904,209.88501659005638,medium,Q2,4,2,2,8
CUST_0033,135,37,19723.388418477032,125,135,109.45945945945945,146.09917347020024,15991.936555521917,high,Q4,4,5,5,14
CUST_0034,21,862,1871.4417394227003,37,21,0.7308584686774942,89.11627330584287,65.13138304255337,low,Q2,5,1,2,8
CUST_0035,73,342,3055.9671782149658,170,73,6.4035087719298245,41.86256408513652,268.06729633464613,medium,Q2,3,3,2,8
CUST_0036,18,788,1451.7154217205164,124,18,0.6852791878172589,80.65085676225091,55.268353618801385,low,Q1,4,1,2,7
CUST_0037,132,864,7218.387762634319,357,132,4.583333333333333,54.68475577753272,250.6384639803583,medium,Q3,1,5,4,10
CUST_0038,89,472,7313.62158080339,35,89,5.65677966101695,82.17552337981337,464.8488292883511,medium,Q3,5,3,4,12
CUST_0039,60,796,1393.951152717845,87,60,2.2613065326633164,23.23251921196408,52.53584746424038,medium,Q1,4,2,2,8
CUST_0040,14,357,339.4107472531331,134,14,1.1764705882352942,24.24362480379522,28.52191153387673,low,Q1,4,1,1,6
CUST_0041,9,83,232.32278246140768,196,9,3.253012048192771,25.813642495711964,83.97209004629194,medium,Q1,3,1,1,5
CUST_0042,90,790,12714.648284645285,274,90,3.4177215189873418,141.27386982939205,482.83474498652987,medium,Q4,2,3,5,10
CUST_0043,53,268,5897.328187453211,201,53,5.932835820895522,111.27034315949456,660.1486776999864,medium,Q3,3,2,4,9
CUST_0044,130,258,3710.8987143847485,285,130,15.116279069767442,28.545374726036528,431.49985050985447,high,Q2,2,5,3,10
